x,y,color,label
502.30815130946905,46.34005962806299,#1f77b4,a
515.7990575628623,38.49153117723682,#1f77b4,a
523.9470596130556,28.534936167500575,#1f77b4,a
522.7249065450907,43.64386365363856,#1f77b4,a
511.68725103735835,28.187542950609497,#1f77b4,a
525.0614761937081,49.951419970978634,#1f77b4,a
514.929982651142,48.565788353400364,#1f77b4,a
525.0197436984714,51.84299011342125,#1f77b4,a
559.6458923119329,74.39358315583706,#1f77b4,a
564.5329150383692,60.69358578942041,#1f77b4,a
564.7529683882423,72.46769845367658,#1f77b4,a
557.4813376700428,62.45456493284223,#1f77b4,a
558.2323899171596,81.2992865436184,#1f77b4,a
560.6642652895388,62.5061113951794,#1f77b4,a
582.3790995989151,77.6263790388133,#1f77b4,a
602.5891352818805,89.47347256704461,#1f77b4,a
595.9030177550871,88.54281572019931,#1f77b4,a
587.0335065593205,111.43013750838372,#1f77b4,a
591.0230669061763,90.91644953452459,#1f77b4,a
617.2795071579551,105.75239835606368,#1f77b4,a
612.8403935000945,115.98139350327006,#1f77b4,a
628.2489076388144,126.90813117214816,#1f77b4,a
621.4281154926643,111.19364152640992,#1f77b4,a
633.2066620918716,126.66498023559956,#1f77b4,a
628.1990445962806,117.88202113261673,#1f77b4,a
637.0919831194069,123.44712842195378,#1f77b4,a
635.3132781866877,129.9993111670018,#1f77b4,a
641.1301341119125,132.31383312607022,#1f77b4,a
650.876099967362,147.69489239193177,#1f77b4,a
655.0699456502967,131.33749938973585,#1f77b4,a
653.7547560025247,135.61216672182684,#1f77b4,a
648.1984232164136,147.40165389310482,#1f77b4,a
634.036248605075,139.41165963385623,#1f77b4,a
641.363527761023,149.8011821999554,#1f77b4,a
660.0200752526254,148.1306878792098,#1f77b4,a
648.459677345363,167.38667010636505,#1f77b4,a
664.4470597958777,169.0527352807315,#1f77b4,a
664.0838119152907,189.7025185545724,#1f77b4,a
654.9206935028845,189.58256879733125,#1f77b4,a
663.7987305657332,179.1137683519628,#1f77b4,a
678.8990679409338,199.2499956530857,#1f77b4,a
662.9675995790681,184.6249268018338,#1f77b4,a
655.6276507113704,190.05363851276576,#1f77b4,a
653.4486450279087,214.5017903643356,#1f77b4,a
681.6650980406292,218.58945164721206,#1f77b4,a
658.5186102918641,197.5066108276003,#1f77b4,a
666.2774934452242,216.7110089356092,#1f77b4,a
685.1179874405626,214.24919925841715,#1f77b4,a
677.1445252906944,221.74595834399292,#1f77b4,a
681.1195192311957,245.49624733655253,#1f77b4,a
662.4252827761024,241.35038322313812,#1f77b4,a
668.2910528817705,232.13230072925393,#1f77b4,a
663.83385627118,241.58528526799762,#1f77b4,a
667.6555495619306,268.49303277980823,#1f77b4,a
686.3777921818623,262.7460935255744,#1f77b4,a
679.217504072405,251.297972280137,#1f77b4,a
680.6190216197617,276.4934570412045,#1f77b4,a
673.1917206730199,290.15286896801985,#1f77b4,a
662.770790616325,280.7851021799462,#1f77b4,a
667.520617397357,287.2566708856925,#1f77b4,a
661.3399539208343,295.7577941050904,#1f77b4,a
676.6138189835098,304.4528215476452,#1f77b4,a
667.2866404837972,296.38118733315684,#1f77b4,a
681.5894608795224,329.7960462018059,#1f77b4,a
656.5289537743766,329.66324555812895,#1f77b4,a
650.3152772344891,346.9675175669395,#1f77b4,a
659.4406875783484,352.6176453557081,#1f77b4,a
656.8192103657163,355.4101239857769,#1f77b4,a
657.1490380266365,337.16642232775234,#1f77b4,a
652.9485679644528,360.25956185789573,#1f77b4,a
656.5346666573191,358.80367988709855,#1f77b4,a
665.7263504019229,349.86229928562204,#1f77b4,a
664.1928890141185,354.98973359784947,#1f77b4,a
651.9947881103841,366.4612108359123,#1f77b4,a
655.24711896292,400.93793913490174,#1f77b4,a
655.7515272118669,406.96312950345117,#1f77b4,a
622.1905633815599,403.2783553837603,#1f77b4,a
645.6025038940327,392.73292334917596,#1f77b4,a
630.2988165479001,419.2087497326891,#1f77b4,a
640.6354092463667,414.40308571611257,#1f77b4,a
617.5277784454839,402.71761317918316,#1f77b4,a
620.0713604770439,431.751136901687,#1f77b4,a
610.9143415093748,411.0776907027531,#1f77b4,a
626.7139845710005,440.4288603620824,#1f77b4,a
629.1413288791722,435.19422421252017,#1f77b4,a
603.2050481599852,420.44742643006214,#1f77b4,a
599.8192880518507,433.30465648845063,#1f77b4,a
609.9543956885818,433.09367051983827,#1f77b4,a
606.1829288597,429.69696046748726,#1f77b4,a
609.7888551778879,428.15407291196175,#1f77b4,a
593.6678306541959,449.2572557450973,#1f77b4,a
586.3688188652484,439.6740448777372,#1f77b4,a
575.3447642732772,454.5738962047292,#1f77b4,a
575.81508596715,434.4049594207018,#1f77b4,a
583.5793787625864,447.0242647120107,#1f77b4,a
561.1698237677873,463.70146524238095,#1f77b4,a
555.5960942290476,467.1290636337097,#1f77b4,a
557.7276126082832,452.06446016861634,#1f77b4,a
546.8419857636318,446.30865549777275,#1f77b4,a
553.2017770427431,458.3448989970093,#1f77b4,a
533.5895284144781,450.0268864917463,#1f77b4,a
532.6439022436559,464.9690866664736,#1f77b4,a
526.8876768920338,459.8849063846372,#1f77b4,a
514.8122364797952,474.7890364096758,#1f77b4,a
521.8517221678508,459.93465924672483,#1f77b4,a
518.0392417387241,475.7001097326322,#1f77b4,a
517.7192923237153,464.80724015806373,#1f77b4,a
492.04550204876404,451.0945624962375,#1f77b4,a
485.8462631609026,461.5611768285697,#1f77b4,a
478.5276321704527,478.48036873953487,#1f77b4,a
489.4377241310493,477.3924172108387,#1f77b4,a
460.09486278301716,449.7843016112738,#1f77b4,a
462.7509317841576,472.64326414983816,#1f77b4,a
446.7497924062697,467.04688954742585,#1f77b4,a
464.35423982993495,473.6163278404044,#1f77b4,a
449.47948969169016,472.1341099995062,#1f77b4,a
450.7353484064589,474.06703891882125,#1f77b4,a
433.67058001768527,474.7021077487771,#1f77b4,a
451.56008907492435,464.85475131341246,#1f77b4,a
420.55250336743694,458.37903342043,#1f77b4,a
439.99891891296807,449.7239029342304,#1f77b4,a
401.680906857049,450.1699200621669,#1f77b4,a
416.36553969577864,473.58980161783467,#1f77b4,a
413.1706395676006,461.73478194725794,#1f77b4,a
414.4557313447087,467.9642933059672,#1f77b4,a
404.6269829583614,448.0881587266354,#1f77b4,a
381.21318113627007,357.1564895234552,#1f77b4,a
381.21763632508566,357.6507900399705,#1f77b4,a
393.66236633497977,365.0020280464059,#1f77b4,a
368.6284290898217,353.2850189801804,#1f77b4,a
380.874534110931,368.47059810787647,#1f77b4,a
374.245921473573,358.0306063443894,#1f77b4,a
380.0540053921451,354.35762279509663,#1f77b4,a
364.2378690939322,361.5326357424274,#1f77b4,a
373.3927121964707,364.22870833162654,#1f77b4,a
375.75445489634194,355.8970189843667,#1f77b4,a
356.25247315818797,371.05079455442717,#1f77b4,a
367.0646487344543,366.39753943646065,#1f77b4,a
368.15676184004366,368.792577268124,#1f77b4,a
372.78350758699025,363.8824604446598,#1f77b4,a
369.89688517904614,341.5633251633064,#1f77b4,a
363.4150232166733,338.04527694472915,#1f77b4,a
369.09360802428205,348.879940067682,#1f77b4,a
353.20911596755866,335.63707847642274,#1f77b4,a
361.11703838093877,341.30650235218025,#1f77b4,a
369.26409772941855,341.21435950921375,#1f77b4,a
368.52385411140364,347.78574963265334,#1f77b4,a
348.68775646502445,336.92959752246816,#1f77b4,a
362.3974343032091,339.3596260695783,#1f77b4,a
356.93727628799115,327.34274007585293,#1f77b4,a
367.2826683805333,342.09664005961486,#1f77b4,a
340.449492836873,324.0060007488289,#1f77b4,a
348.9389457418277,334.3783194649951,#1f77b4,a
339.1671753803036,341.89791396542097,#1f77b4,a
361.8604269036553,338.5504104066607,#1f77b4,a
343.1627367523913,324.28218704582343,#1f77b4,a
349.47261783854475,334.80596130881554,#1f77b4,a
352.8921479431417,315.65587621282884,#1f77b4,a
371.20899454268675,340.7119218051181,#1f77b4,a
374.3936959768334,330.53102973386325,#1f77b4,a
362.1984047897282,331.9482096160722,#1f77b4,a
356.5681644593705,321.02370188115924,#1f77b4,a
370.21613891178225,315.9096015129405,#1f77b4,a
380.56066310914315,312.1772608302301,#1f77b4,a
364.8166841073316,313.58298826546553,#1f77b4,a
374.5997930701071,316.70076178026875,#1f77b4,a
387.116014817102,307.9604036721797,#1f77b4,a
370.2508923582018,308.04004244512475,#1f77b4,a
364.25192436273585,289.4766679653891,#1f77b4,a
383.1745803778775,300.5457191792939,#1f77b4,a
373.73431791550655,299.8921258954406,#1f77b4,a
391.2986602696619,286.2183543898051,#1f77b4,a
377.0322102107905,293.46646782313377,#1f77b4,a
394.5286642639301,291.9416035724429,#1f77b4,a
397.0862559151684,301.9746856491372,#1f77b4,a
387.50218324171317,305.17669765993577,#1f77b4,a
400.14809262563006,290.6440076686018,#1f77b4,a
400.4603592751845,284.7358117334611,#1f77b4,a
409.08092588394817,301.9384670824053,#1f77b4,a
411.070496536774,307.4088757243046,#1f77b4,a
394.242524905522,314.1942232161458,#1f77b4,a
408.72181307783814,300.32222803760874,#1f77b4,a
395.80451113665515,296.9227942757814,#1f77b4,a
408.5495861575319,309.6745416911939,#1f77b4,a
406.1538399861437,295.0894943570818,#1f77b4,a
422.3068835654197,318.2832045936253,#1f77b4,a
417.9448597695596,298.2886327799696,#1f77b4,a
399.72709133702955,310.7973810166373,#1f77b4,a
409.16090846317724,312.0346910496005,#1f77b4,a
412.70181040496186,317.5662160205869,#1f77b4,a
413.7954269978268,312.93962103600984,#1f77b4,a
428.6778046448602,320.8294357947093,#1f77b4,a
407.6311484369182,324.01174828396665,#1f77b4,a
428.76465009068494,325.5301231358276,#1f77b4,a
411.9736314291144,318.5762864446548,#1f77b4,a
405.70063160481726,348.1890213683007,#1f77b4,a
414.32647614804335,328.0380818274774,#1f77b4,a
414.8370754958256,343.6921592416783,#1f77b4,a
412.2492750320387,347.4634475165067,#1f77b4,a
407.77916321769675,359.4133614040998,#1f77b4,a
409.89813030682467,343.7348118456009,#1f77b4,a
418.3914501996436,339.46811623525724,#1f77b4,a
402.5232167476654,358.04105365480956,#1f77b4,a
415.540779323774,340.4446675806656,#1f77b4,a
418.1378949726978,356.29336185913246,#1f77b4,a
409.53914516431746,341.6378049050079,#1f77b4,a
415.0982140525324,355.3944999674685,#1f77b4,a
422.53557911098335,346.0812344492554,#1f77b4,a
408.83088477837305,364.3186148896384,#1f77b4,a
398.5147408600702,351.39110027117977,#1f77b4,a
408.65866400438483,363.70977804369596,#1f77b4,a
412.8587318179799,357.0098347449654,#1f77b4,a
400.5382336294285,359.6108992147118,#1f77b4,a
403.2753567589205,354.63631500955967,#1f77b4,a
542.4410121826282,362.6679327326257,#1f77b4,a
561.2313756522102,365.8728490826644,#1f77b4,a
559.5077400381278,344.62378731312083,#1f77b4,a
528.100092092453,366.17769270233754,#1f77b4,a
524.8162513972318,363.9660218735118,#1f77b4,a
531.0859262260848,358.0644193226872,#1f77b4,a
546.0739887535835,341.7266931275732,#1f77b4,a
519.611336916,368.7079285590539,#1f77b4,a
525.8425604420256,359.3987813861594,#1f77b4,a
517.3312992244114,365.3371071296293,#1f77b4,a
519.3091795405684,360.3979132783164,#1f77b4,a
507.48770324832276,364.35205465163034,#1f77b4,a
517.1339200690655,360.39060526202513,#1f77b4,a
510.15696076741165,335.3143452795875,#1f77b4,a
508.4635232603812,335.8298114283847,#1f77b4,a
525.4929203523052,344.57421836298454,#1f77b4,a
507.81731651452947,341.8425081911101,#1f77b4,a
503.4960434322501,348.3919534728767,#1f77b4,a
503.2712807207449,333.41226100427235,#1f77b4,a
500.4858024843915,340.0908822052051,#1f77b4,a
500.5757336391859,350.65667710267627,#1f77b4,a
490.11752528282364,347.1813453308132,#1f77b4,a
485.98110487684323,318.43949056341177,#1f77b4,a
495.90997528901204,316.1804012708633,#1f77b4,a
493.3710336935291,319.07606019419916,#1f77b4,a
494.99208607732305,329.5998912156762,#1f77b4,a
490.5961344089413,329.1631159619121,#1f77b4,a
492.98346377983967,325.57474103342815,#1f77b4,a
498.3081260724024,309.5430689383149,#1f77b4,a
490.8905216315158,324.33287987311024,#1f77b4,a
492.70431139923284,297.81936102325676,#1f77b4,a
508.2979376941455,305.89084810977096,#1f77b4,a
506.3527322182633,296.4083076930493,#1f77b4,a
508.9393372460325,309.64379009421395,#1f77b4,a
495.87727750258466,293.4805693371283,#1f77b4,a
490.5103877142645,282.89388814653313,#1f77b4,a
496.21700031149663,290.61797651394875,#1f77b4,a
496.5347357332227,282.0147768963836,#1f77b4,a
495.2018523809927,281.00197664538337,#1f77b4,a
518.7797956829771,302.14577233618434,#1f77b4,a
498.9962681836449,287.4734657765473,#1f77b4,a
519.3553887694723,268.4071331081864,#1f77b4,a
514.3926820454901,286.33597298282336,#1f77b4,a
525.1415490700367,275.7621429318773,#1f77b4,a
510.9232555718937,266.3877595242984,#1f77b4,a
533.8188133581857,282.8966319546698,#1f77b4,a
513.0473090512517,263.20304332614734,#1f77b4,a
518.1046346041804,262.5352022323751,#1f77b4,a
511.7401611901696,283.12424932130483,#1f77b4,a
524.1783136711003,260.4729111957447,#1f77b4,a
535.2566330721314,259.2285737446639,#1f77b4,a
527.5235604279152,271.347225483005,#1f77b4,a
548.8553742878669,265.76675996772167,#1f77b4,a
558.7174069114984,266.7231607126233,#1f77b4,a
561.2677611694572,277.29903957578415,#1f77b4,a
561.5753113212158,272.7107928495493,#1f77b4,a
555.9176305066406,270.65612043839894,#1f77b4,a
561.3768920514758,291.1127331496308,#1f77b4,a
550.8293374921956,286.1189866872011,#1f77b4,a
554.016542250518,266.2203154396752,#1f77b4,a
565.0054333203392,290.88225980876405,#1f77b4,a
555.017969146555,295.8743695923767,#1f77b4,a
581.6280949771839,298.98972114276523,#1f77b4,a
577.6511367212458,291.73065551290904,#1f77b4,a
581.1841394460107,283.14492203619324,#1f77b4,a
569.6181166148057,296.7650814431196,#1f77b4,a
568.8610125515713,293.41475745821947,#1f77b4,a
562.3347744421012,295.1042672464912,#1f77b4,a
586.3689684377825,307.68893995204417,#1f77b4,a
568.3707112036797,306.14076465062493,#1f77b4,a
581.3844956930209,294.16683473851674,#1f77b4,a
575.1688146618332,292.6608020134961,#1f77b4,a
592.4461607401095,311.6264504374225,#1f77b4,a
581.249093650817,316.75562144663274,#1f77b4,a
590.8165345412283,310.9292690881507,#1f77b4,a
595.4122046449742,302.6960798878669,#1f77b4,a
565.0373913867404,323.63619812787385,#1f77b4,a
591.848136312198,334.80215757030084,#1f77b4,a
565.6373219695705,326.82416283071234,#1f77b4,a
593.284237861355,326.9977528316489,#1f77b4,a
569.5783761385923,328.02708661082204,#1f77b4,a
560.4011335205279,320.8965111739542,#1f77b4,a
573.7858265985205,343.9582105551403,#1f77b4,a
582.2875530861089,340.5619309762028,#1f77b4,a
568.0502091824274,341.60792297086823,#1f77b4,a
564.3963296381299,356.0725681948677,#1f77b4,a
577.0732095515073,352.22887558758833,#1f77b4,a
572.8130564433404,330.4882008935051,#1f77b4,a
581.9302210792974,344.8031211334953,#1f77b4,a
566.9306421183262,336.73347991395974,#1f77b4,a
564.5078034512698,340.40489558040895,#1f77b4,a
567.5548991449867,357.043291298335,#1f77b4,a
561.806061999757,335.28922741883105,#1f77b4,a
566.3944435866416,348.1656045590374,#1f77b4,a
574.7736986379889,357.1671737848711,#1f77b4,a
571.9401105669233,366.29564969726476,#1f77b4,a
314.2950086928908,195.8707907515094,#1f77b4,a
332.42437617018516,219.25317795261162,#1f77b4,a
332.82167073616984,212.3503991755137,#1f77b4,a
328.83705845538475,222.67159963233195,#1f77b4,a
323.9386820988583,214.3128700166743,#1f77b4,a
322.42651092844915,203.32920027105433,#1f77b4,a
338.19690641317453,193.88780879657924,#1f77b4,a
338.2161396478881,201.4122328816037,#1f77b4,a
335.6221429807384,188.4262607796648,#1f77b4,a
343.810343073672,190.9946142757176,#1f77b4,a
349.2650132448642,190.93932993285648,#1f77b4,a
332.9516969757819,182.50487042645665,#1f77b4,a
349.12184476230306,187.55786219960657,#1f77b4,a
351.38764835171304,182.54789852080222,#1f77b4,a
361.25422231292856,177.0580800573349,#1f77b4,a
355.0609129509852,175.0646604816331,#1f77b4,a
339.58403160673265,161.96093792328497,#1f77b4,a
366.297688502463,185.5873560516332,#1f77b4,a
346.3834280016035,178.95800200752274,#1f77b4,a
352.70249064045737,165.7884953880278,#1f77b4,a
373.4171806467537,161.33110205800972,#1f77b4,a
353.11749660765275,156.9763767640511,#1f77b4,a
354.91001678067653,163.36283130668807,#1f77b4,a
363.16156562151895,164.08173927578218,#1f77b4,a
365.84553247301807,145.30864529204786,#1f77b4,a
384.9629254862383,165.6195811881306,#1f77b4,a
371.5167499368826,154.59141651116505,#1f77b4,a
373.395957741246,163.99711113657406,#1f77b4,a
385.44197874726245,162.59171051837802,#1f77b4,a
385.25375528340805,166.36336185999562,#1f77b4,a
398.36917939846137,142.55786135955572,#1f77b4,a
393.2853226883955,142.8582588908144,#1f77b4,a
401.43216405991365,154.39579387833675,#1f77b4,a
390.1192412485038,133.13019892502774,#1f77b4,a
408.7566263955436,157.59920685178088,#1f77b4,a
418.242638318184,138.0263135060202,#1f77b4,a
415.98966800855635,158.42929850989583,#1f77b4,a
406.75621504187615,149.71835494478506,#1f77b4,a
412.0032388944929,158.19956779682207,#1f77b4,a
432.6580504902738,130.54535942157258,#1f77b4,a
434.91113381273215,157.1918417482383,#1f77b4,a
422.4203660622809,127.90627925172743,#1f77b4,a
448.7502307357606,137.09707272011406,#1f77b4,a
449.1319491251409,142.98485750749768,#1f77b4,a
452.742548902351,149.22450566307998,#1f77b4,a
437.3952490244904,130.9680015216444,#1f77b4,a
459.8307361042494,135.02078424383285,#1f77b4,a
468.21257330955143,140.4941998412757,#1f77b4,a
465.302986783756,129.0217275505487,#1f77b4,a
464.9954314053486,131.90138288678293,#1f77b4,a
467.2222811725764,153.01570062223874,#1f77b4,a
475.91661812795155,152.6292133404811,#1f77b4,a
494.9195928832738,140.944476129517,#1f77b4,a
493.00010569189925,158.62180606154163,#1f77b4,a
473.86157503877644,152.38727908111747,#1f77b4,a
481.1869014751753,158.70116839197556,#1f77b4,a
492.0477111494457,140.07545421464903,#1f77b4,a
494.90369490210156,145.32610967791516,#1f77b4,a
498.66170635753434,137.41101078355484,#1f77b4,a
488.4730926657692,139.75170834851417,#1f77b4,a
501.6465275831675,157.82155331981573,#1f77b4,a
515.8454134019379,136.69924454666636,#1f77b4,a
501.91451313626465,157.08386256973438,#1f77b4,a
525.3819022561352,150.96190998187063,#1f77b4,a
530.8217853019571,166.70981301303544,#1f77b4,a
518.5571735774854,155.12142999255184,#1f77b4,a
512.0157022053205,141.34385225324803,#1f77b4,a
516.9186485191103,169.9868565412989,#1f77b4,a
525.0765463327419,152.67275741350187,#1f77b4,a
538.69812186952,144.92815740541647,#1f77b4,a
534.8637365270991,167.77288019418472,#1f77b4,a
521.2088923919797,151.4529750326899,#1f77b4,a
541.381912274613,154.76783349218834,#1f77b4,a
545.3736848529702,175.15555768979544,#1f77b4,a
533.9204537368672,151.03751815725172,#1f77b4,a
542.6702658714172,152.74449006235142,#1f77b4,a
535.4410767054159,170.4121373959993,#1f77b4,a
564.365135278294,155.11749475127925,#1f77b4,a
549.2790591748778,179.469160661927,#1f77b4,a
542.1587420285083,160.95717186860264,#1f77b4,a
569.1633810149438,172.55079678085366,#1f77b4,a
556.6258480031847,174.62099348300194,#1f77b4,a
558.5045126674884,191.15828901218651,#1f77b4,a
578.1462024374374,169.6763098041606,#1f77b4,a
569.2300317617969,175.96446138396237,#1f77b4,a
572.9309677334969,192.60207870799547,#1f77b4,a
580.3371593672084,178.23672393761944,#1f77b4,a
585.7717379281153,200.23500750681694,#1f77b4,a
570.5655817114038,176.50943109630487,#1f77b4,a
573.5136359168333,183.07827529796418,#1f77b4,a
588.2885765290426,188.5602758430299,#1f77b4,a
580.4529013170953,201.13114265954403,#1f77b4,a
575.6796905956099,207.98274944311652,#1f77b4,a
597.4678072935027,195.39480192313016,#1f77b4,a
577.3998309700391,195.8586981400823,#1f77b4,a
596.6923278697201,189.6133559071842,#1f77b4,a
598.1927136979411,198.23364525039705,#1f77b4,a
598.1141477315587,192.1198204484058,#1f77b4,a
575.1638960780572,214.15975673879507,#1f77b4,a
576.8598699294682,197.90631471808933,#1f77b4,a
589.4758006917489,192.1542187067089,#1f77b4,a
594.3276697037467,208.38716292058177,#1f77b4,a
589.0427050563022,214.23929825392963,#1f77b4,a
600.3569150565066,210.7620979355641,#1f77b4,a
575.2650939721315,207.48495501377772,#1f77b4,a
591.1305174982948,203.8556439056984,#1f77b4,a
578.4299422958982,215.74035680509832,#1f77b4,a
585.8142566342228,220.9871550417165,#1f77b4,a
607.4570561172686,213.62869523778613,#1f77b4,a
606.5904425215867,208.10446810469,#1f77b4,a
590.9866425278433,213.07976790672984,#1f77b4,a
